Country,Name,Code,AirportCode,AirportName
Grecja,TUI BLUE Zante Maris,ZTH13006,ZTH,Zakynthos
Zjednoczone Emiraty Arabskie,Golden Sands Apartaments,DXB12070,DXB,Dubai
Grecja,Lefteris,CFU43001,CFU,Korfu
Wyspy Kanaryjskie,SBH Royal Monica,ACE23004,ACE,Lanzarote
Hiszpania,Best Siroco,AGP16002,AGP,Costa del Sol
Grecja,TUI BLUE Atlantica Marmari Beach,KGS23014,KGS,Kos
Grecja,SplashWorld Sun Palace,RHO13071,RHO,Rodos
Grecja,I-Resort Beach Hotel & Spa,HER52033,HER,Heraklion
Wyspy Kanaryjskie,Best Jacaranda,TFS31036,TFS,Teneryfa
Hiszpania,Globales Cala'n Bosch,MAH29014,MAH,Minorka
Czarnogóra,Slavija Budva Hotel,TGD10059,TGD,Podgorica
Bu³garia,Shipka,VAR21028,VAR,Warna
Egipt,Steigenberger Golf Resort,HRG16025,HRG,Hurghada
Grecja,Fantasy,RHO14021,RHO,Rodos
Grecja,Domes Noruz Chania Autograph Collection,CHQ24040,HER,Heraklion
Egipt,TUI MAGIC LIFE Kalawy,HRG12020,HRG,Hurghada
Tunezja,Lella Baya & Thalasso,NBE16063,NBE,Enfidha
Wyspy Kanaryjskie,Iberostar Las Dalias ,TFS38962,TFS,Teneryfa
Wyspy Kanaryjskie,Beatriz Playa & Spa,ACE25010,ACE,Lanzarote
Hiszpania,Aparthotel Playa Parc,MAH21010,MAH,Minorka
Wyspy Kanaryjskie,H10 Ocean Dunas,FUE24002,FUE,Fuerteventura
Grecja,Istron Bay,HER49015,HER,Heraklion
Cypr,Kefalos Beach,PFO10063,PFO,Pafos
Chorwacja,Hotel Bellevue,DBV38071,DBV,Dubrownik
Egipt,Three Corners Fayrouz Plaza Resort,RMF18002,RMF,Marsa Alam
Hiszpania,Bahia del Sol,PMI31011,PMI,Palma de Mallorca
Portugalia,Iberostar Selection Lagos Algarve,FAO12350,FAO,Faro
Egipt,Giftun Azur Resort,HRG11006,HRG,Hurghada
Cypr,Atlantica Mare Village Ayia Napa ,LCA20021,LCA,Larnaca
Hiszpania,Playa Esperanza Resort by Melia,PMI83100,PMI,Palma de Mallorca
Turcja,be Premium Bodrum,BJV26014,BJV,Milas-Bodrum
Grecja,Grecotel LUX ME Daphnila Bay Dassia,CFU21024,CFU,Korfu
Grecja,Mare Olympus,HER49005,HER,Heraklion
Hiszpania,Valentin Playa de Muro Aparthotel,PMI83044,PMI,Palma de Mallorca
Turcja,Gloria Verde Resort,AYT31040,AYT,Antalya
Portugalia,Belmond Reid's Palace,FNC11320,FNC,Funchal
Malediwy,Ayada Maldives,MLE12100,MLE,Male
Bu³garia,Duni Royal Marina Palace,BOJ12005,BOJ,Burgas
Cypr,Atlantica Stavrolia Gardens,LCA20129,LCA,Larnaca
Egipt,Albatros Citadel,HRG10095,HRG,Hurghada
Turcja,Selectum Family Resort,AYT31015,AYT,Antalya
Turcja,Seher Kumköy Star,AYT43001,AYT,Antalya
Wyspy Kanaryjskie,Secrets Bahia Real Resort & Spa,FUE24026,FUE,Fuerteventura
Turcja,TUI BLUE Barut Andiz,AYT43034,AYT,Antalya
Aruba, Amsterdam Manor Beach Resort,AUA10010,AUA,Aruba
Malediwy,Cinnamon Dhonveli Maldives,MLE20015,MLE,Male
Hiszpania,Cook's Club Palma Beach,PMI43086,PMI,Palma de Mallorca
Grecja,MAYOR Pelekas Monastery,CFU29012,CFU,Korfu
Turcja,Loryma Resort,DLM14010,DLM,Dalaman
Hiszpania,Ikos Andalusia,AGP25023,AGP,Costa del Sol
Grecja,ATLANTICA Princess Hotel,RHO12012,RHO,Rodos
Grecja,Golden Beach Hersonissos,HER41082,HER,Heraklion
Chorwacja,Bluesun Hotel Bonaca,SPU44013,SPU,Split
Wyspy Kanaryjskie,Riu Garoe,TFS11080,TFS,Teneryfa
Wyspy Kanaryjskie,Club Jandia Princess,FUE14006,FUE,Fuerteventura
Kenia,PrideInn Paradise Beach Resort & Spa,MBA13035,MBA,Mombasa
Seszele,Four Seasons Resort Seychelles,SEZ20005,SEZ,Mahe
Czarnogóra,Garni Hotel Fineso,TGD10000,TGD,Podgorica
Chorwacja,Remisens Family Hotel Albatros,DBV10020,DBV,Dubrownik
Turcja,Arum Barut Collection,AYT43040,AYT,Antalya
Dominikana,Catalonia Grand Dominicus,PUJ60022,PUJ,Punta Cana
Dominikana,Grand Palladium Punta Cana Resort & Spa,PUJ62032,PUJ,Punta Cana
Turcja,Sherwood Suites Resort,AYT24031,AYT,Antalya
Bu³garia,Admiral Plaza,BOJ11056,BOJ,Burgas
Egipt,Iberotel Makadi Beach,HRG13010,HRG,Hurghada
Hiszpania,Bluebay Banus,AGP24010,AGP,Costa del Sol
Hiszpania,PlayaMar Hotel & Apartments,PMI93014,PMI,Palma de Mallorca
Egipt,Mövenpick Resort & Spa El Gouna,HRG16010,HRG,Hurghada
Wyspy Kanaryjskie,GF Isabel,TFS31021,TFS,Teneryfa
Turcja,Club and Hotel Letoonia,DLM23015,DLM,Dalaman
Grecja,Creta Star,HER80027,HER,Heraklion
Cypr,The King Jason Paphos,PFO10096,PFO,Pafos
Grecja,Pyli Bay,KGS23022,KGS,Kos
Cypr,Hotel Grecian Park,LCA15030,LCA,Larnaca
Zanzibar,The Royal Zanzibar Beach Resort,ZNZ40015,ZNZ,Zanzibar
Wyspy Kanaryjskie,Melia Jardines del Teide,TFS31046,TFS,Teneryfa
Hiszpania,Beach Club Font de Sa Cala,PMI72001,PMI,Palma de Mallorca
Tajlandia,The Leaf on The Sands,HKT53003,HKT,Phuket
Grecja,TUI BLUE Lagoon Princess,SKG51010,SKG,Saloniki
Grecja,TUI MAGIC LIFE Marmari Palace by Atlantica,KGS22222,KGS,Kos
Bu³garia,Park Hotel Continental,BOJ11060,BOJ,Burgas
Grecja,Corfu Holiday Palace,CFU10014,CFU,Korfu
Wyspy Zielonego Przyl¹dka,ROBINSON Cabo Verde,SID10055,SID,Sal / Amilcal Cabral
Albania,Empire Hotel,TIA10105,TIA,Tirana
Meksyk,Riu Palace Las Americas,CUN40036,CUN,Cancun
Wyspy Kanaryjskie,Sandos Papagayo Beach Resort,ACE23246,ACE,Lanzarote
Grecja,Best Western Plaza,RHO11002,RHO,Rodos
Wyspy Kanaryjskie,Bull Astoria,LPA11020,LPA,Gran Canaria
Cypr,Aphrodite Hills by Atlantica,PFO10040,PFO,Pafos
Grecja,Kresten Royal Euphoria Resort,RHO19022,RHO,Rodos
Hiszpania,CM Playa de Moro,PMI63036,PMI,Palma de Mallorca
Grecja,Kos Bay,KGS11053,KGS,Kos
Wyspy Kanaryjskie,Arena Suite Hotel,FUE21023,FUE,Fuerteventura
Kenia,Neptune Village Beach Resort & Spa,MBA24001,MBA,Mombasa
Mauritius,Preskil Island Resort,MRU73010,MRU,Mauritius
Grecja,Porto Bello Royal,KGS15025,KGS,Kos
Turcja,TUI BLUE Belek,AYT32030,AYT,Antalya
Cypr,Azia Resort & SPA,PFO10022,PFO,Pafos
Kenia,Voyager Beach Resort,MBA11015,MBA,Mombasa
Egipt,Pharaoh Azur Resort,HRG11026,HRG,Hurghada
Bu³garia,Zefir ,BOJ11215,BOJ,Burgas
Tunezja,SplashWorld Venus Beach,NBE16013,NBE,Enfidha
Turcja,Alaiye Resort & Spa,AYT55084,AYT,Antalya
Turcja,Side Royal Palace,AYT42044,AYT,Antalya
Hiszpania,Portblue Club Pollentia Resort & Spa,PMI89009,PMI,Palma de Mallorca
Aruba,Renaissance Aruba Beach Resort & Casino,AUA10037,AUA,Aruba
Bu³garia,Bella Vista Beach Club,BOJ14010,BOJ,Burgas
Grecja,Heronissos Hotel,HER41059,HER,Heraklion
Turcja,Hotel Meryan,AYT53020,AYT,Antalya
Portugalia,Suite Hotel Jardins d'Ajuda,FNC11086,FNC,Funchal
Hiszpania,Valentin Son Bou,MAH25015,MAH,Minorka
Turcja,Susesi Luxury Resort,AYT31013,AYT,Antalya
Zanzibar,VOI Kiwengwa Resort,ZNZ30008,ZNZ,Zanzibar
Grecja,Kalidon,SMI40040,SMI,Samos
Portugalia,Cais da Oliveira,FNC20050,FNC,Funchal
Grecja,Olympic Palace,RHO12073,RHO,Rodos
Hiszpania,Insotel Tarida Playa,IBZ26002,IBZ,Ibiza
Wyspy Kanaryjskie,H10 Las Palmeras,TFS38019,TFS,Teneryfa
Cypr,Atlantica Aqua Blue,LCA15096,LCA,Larnaca
Grecja,Ilios,KGS21050,KGS,Kos
Hiszpania,Playamarina Spa Hotel,HEV14016,FAO,Faro
Hiszpania,Grupotel Montecarlo,PMI82003,PMI,Palma de Mallorca
Wyspy Zielonego Przyl¹dka,Odjo d'Agua,SID10010,SID,Sal / Amilcal Cabral
Bu³garia,Vita Park,VAR41040,VAR,Warna
Egipt,Jaz Aquamarine Annex Family Building (Bluemarine),HRG11276,HRG,Hurghada
Turcja,Delphin Deluxe,AYT53040,AYT,Antalya
Mauritius,Hilton Mauritius Resort & Spa,MRU30060,MRU,Mauritius
Grecja,Melrose,HER80300,HER,Heraklion
Grecja,GRECOTEL Caramel Boutique Resort,HER80018,HER,Heraklion
"Grecja,""Domes Miramare, a Luxury Collection Resort, Corfu"",CFU22020,CFU,Korfu"
Hiszpania,Linda,PMI42011,PMI,Palma de Mallorca
Wyspy Kanaryjskie,Don Manolito,TFS11006,TFS,Teneryfa
Hiszpania,Best Benalmadena,AGP16070,AGP,Costa del Sol
Hiszpania,Globales Simar,PMI19013,PMI,Palma de Mallorca
Turcja,Fortuna Beach,DLM12003,DLM,Dalaman
Wyspy Kanaryjskie,H10 Conquistador,TFS38034,TFS,Teneryfa
Grecja,Lesante Blu Exclusive Beach Resort,ZTH18007,ZTH,Zakynthos
Dominikana,Dreams Royal Beach Punta Cana,PUJ62008,PUJ,Punta Cana
Wyspy Zielonego Przyl¹dka,Riu Cabo Verde,SID10065,SID,Sal / Amilcal Cabral
Cypr,Anesis,LCA20072,LCA,Larnaca
Wyspy Kanaryjskie,Playa Park Zensation,FUE24015,FUE,Fuerteventura
Grecja,Alykanas Village,ZTH25025,ZTH,Zakynthos
Grecja,Zeus Hotels Sol by Melia Marina Beach,HER40036,HER,Heraklion
Chorwacja,Rixos Premium Dubrovnik,DBV11050,DBV,Dubrownik
Turcja,Paloma Foresta,AYT17070,AYT,Antalya
Hiszpania,Grand Palladium White Island Resort & Spa,IBZ22055,IBZ,Ibiza
Cypr,Panthea Holiday Village,LCA20128,LCA,Larnaca
Hiszpania,Globales Don Pedro,PMI19004,PMI,Palma de Mallorca
Turcja,TTH Pegasos Royal  ,AYT55024,AYT,Antalya
Turcja,Gardenia,AYT61022,AYT,Antalya
Wyspy Kanaryjskie,TUI BLUE Suite Princess,LPA53002,LPA,Gran Canaria
Hiszpania,Pabisa Orlando,PMI43040,PMI,Palma de Mallorca
Chorwacja,Hotel Fanat,SPU02020,SPU,Split
Tunezja,TUI BLUE Palm Beach Palace,DJE11055,DJE,Djerba
Bu³garia,Hotel Luna,VAR21051,VAR,Warna
Hiszpania,Inturotel Sa Marina,PMI55040,PMI,Palma de Mallorca
Grecja,Paradise,HER28060,HER,Heraklion
Turcja,Azura Deluxe Spa,AYT55017,AYT,Antalya
Egipt,Reef Oasis Beach Resort,SSH10091,SSH,Sharm El Sheikh
Turcja,Monachus Hotel & Spa,AYT42024,AYT,Antalya
Kenia,Travellers Beach Hotel & Club,MBA12015,MBA,Mombasa
Turcja,Crystal Sunrise Queen Resort & Spa,AYT43050,AYT,Antalya
Dominikana,Dreams Dominicus La Romana  ,PUJ60006,PUJ,Punta Cana
Dominikana,Caribe Club Princess,PUJ62019,PUJ,Punta Cana
Bu³garia,Pomorie Sun,BOJ11082,BOJ,Burgas
Wyspy Kanaryjskie,Villa Mandi,TFS38004,TFS,Teneryfa
Tunezja,Palm Beach Club Djerba,DJE11018,DJE,Djerba
Zanzibar,Zanzibar Pearl Boutique Hotel & Villas,ZNZ60010,ZNZ,Zanzibar
Bu³garia,Hrizantema,BOJ11101,BOJ,Burgas
Hiszpania,Globales Lord Nelson,MAH12025,MAH,Minorka
Zjednoczone Emiraty Arabskie,Hilton Garden Inn Dubai Al. Mina ,DXB12002,DXB,Dubai
Hiszpania,Universal Aparthotel Elisa,PMI83046,PMI,Palma de Mallorca
Grecja,Harmony Studio & Appartements,ZTH20020,ZTH,Zakynthos
Chorwacja,TUI SUNEO Supetar,SPU42042,SPU,Split
Grecja,Kolymbia Bay Art,RHO14005,RHO,Rodos
Portugalia,TUI BLUE Falesia,FAO21030,FAO,Faro
Bu³garia,Palace,BOJ11067,BOJ,Burgas
Turcja,ROBINSON NOBILIS,AYT31043,AYT,Antalya
Grecja,Delphi Beach,GPA13991,GPA,Araxos
Cypr,TUI BLUE Atlantica Aeneas Resort,LCA20022,LCA,Larnaca
Turcja,Hotel Commodore Elite Suites Spa,AYT42023,AYT,Antalya
Tajlandia,JW Marriott Khao Lak Resort & Spa,HKT53006,HKT,Phuket
Bu³garia,Perla Sun,BOJ13010,BOJ,Burgas
Turcja,Hotel Marbas,DLM10056,DLM,Dalaman
Czarnogóra,Rivijera,TGD19111,TGD,Podgorica
Turcja,Angora Beach Resort,ADB16010,ADB,Izmir
Grecja,Marilena Sea View,CFU11000,CFU,Korfu
Turcja,Hotel Blue Star,AYT61082,AYT,Antalya
Grecja,Sirene Beach,RHO12025,RHO,Rodos
Hiszpania,TRS Ibiza Hotel,IBZ29040,IBZ,Ibiza
Grecja,Leonardo Kolymbia Resort,RHO14041,RHO,Rodos
Bu³garia,Apart-Hotel Kasandra,BOJ11066,BOJ,Burgas
Grecja,Arion Green Riviera,ZTH12019,ZTH,Zakynthos
Turcja,Arcanus Side Resort,AYT46160,AYT,Antalya
Egipt,Hurghada Long Beach Resort,HRG11092,HRG,Hurghada
Grecja,TUI MAGIC LIFE Plimmiri by Atlantica,RHO29229,RHO,Rodos
Grecja,Michelangelo Resort & Spa,KGS13025,KGS,Kos
Hiszpania,Iberostar Malaga Playa,AGP08012,AGP,Costa del Sol
Dominikana,Dreams Palm Beach Punta Cana,PUJ62044,PUJ,Punta Cana
Wyspy Kanaryjskie,Globales Costa Tropical,FUE16013,FUE,Fuerteventura
Hiszpania,Grupotel Natura Playa,PMI83020,PMI,Palma de Mallorca
Egipt,Steigenberger Alcazar,SSH10045,SSH,Sharm El Sheikh
Bu³garia,Marvel,BOJ11018,BOJ,Burgas
Tunezja,Djerba Aqua Resort,DJE19016,DJE,Djerba
Bu³garia,Moonlight,BOJ18007,BOJ,Burgas
Kenia,Bahari Beach Hotel,MBA11008,MBA,Mombasa
Grecja,Doryssa Seaside Resort,SMI41020,SMI,Samos
Egipt,Jaz Maraya,RMF18072,RMF,Marsa Alam
"Dominikana,""Hideaway at Royalton Punta Cana, An Autograph Collection AllInclusive Resort & Casino – Adults Only"",PUJ62107,PUJ,Punta Cana"
Tunezja,La Badira,NBE16028,NBE,Enfidha
Hiszpania,RIU Costa del Sol,AGP22018,AGP,Costa del Sol
Wyspy Kanaryjskie,El Tope,TFS11050,TFS,Teneryfa
Curaçao,Dolphin Suites Curacao,CUR10070,CUR,Curaçao
Turcja,Hotel Aydinbey Kings Palace,AYT41001,AYT,Antalya
Bu³garia,Duni Royal Holiday Village,BOJ12010,BOJ,Burgas
Albania,Vila Mare,TIA10028,TIA,Tirana
Egipt,Jaz Makadi Saraya Palms,HRG13024,HRG,Hurghada
Hiszpania,Secrets Mallorca Villamil Resort & Spa,PMI33001,PMI,Palma de Mallorca
Hiszpania,TUI BLUE Tarida Beach,IBZ26004,IBZ,Ibiza
Turcja,Bellis Deluxe,AYT31065,AYT,Antalya
Dominikana,Riu Bambu,PUJ62045,PUJ,Punta Cana
Jamajka,Hotel Riu Palace Tropical Bay,MBJ22060,MBJ,Montego Bay
Meksyk,Riu Yucatan,CUN43040,CUN,Cancun
Dominikana,Secrets Cap Cana Resort & Spa,PUJ61005,PUJ,Punta Cana
Cypr,Constantinou Bros Asimina Suites,PFO10309,PFO,Pafos
Egipt,Reef Oasis Blue Bay Resort Spa,SSH11011,SSH,Sharm El Sheikh
Wyspy Kanaryjskie,Elba Royal Village,ACE23003,ACE,Lanzarote
Zanzibar,Filao Beach Zanzibar,ZNZ07001,ZNZ,Zanzibar
Hiszpania,Monarque Fuengirola  Park,AGP28005,AGP,Costa del Sol
Turcja,WYNDHAM GARDEN LARA,AYT24052,AYT,Antalya
Grecja,Marianna Palace,RHO14031,RHO,Rodos
Egipt,Amphoras Blu,SSH13003,SSH,Sharm El Sheikh
Zjednoczone Emiraty Arabskie,Golden Sands Hotel Creek,DXB14090,DXB,Dubai
Sri Lanka,Tangerine Beach ,CMB34030,CMB,Sri Lanka
Hiszpania,Grupotel Amapola,PMI83043,PMI,Palma de Mallorca
Turcja,SplashWorld TTH Pegasos World,AYT48030,AYT,Antalya
Grecja,GRECOTEL La Riviera & Aqua Park,GPA10030,GPA,Araxos
Turcja,Blue Waters Club,AYT46026,AYT,Antalya
Turcja,Gardenia Beach Hotel,AYT53016,AYT,Antalya
Grecja,Sea View Village,ZTH12028,ZTH,Zakynthos
Cypr,Mayfair Gardens,PFO10055,PFO,Pafos
Kuba,Paradisus Varadero Resort and Spa ,VRA20104,HAV,Havana
Wyspy Kanaryjskie,Riu Palace Tenerife,TFS31030,TFS,Teneryfa
"Zjednoczone Emiraty Arabskie,""Ajman Saray, A Luxury Collection Resort"",DXB13012,DXB,Dubai"
Meksyk,Dreams Natura Riviera Cancun,CUN40168,CUN,Cancun
Turcja,Liu Resorts,AYT41071,AYT,Antalya
Bu³garia,Paradiso Aparthotel,BOJ10014,BOJ,Burgas
Cypr,Hotel Elias Beach,LCA12056,LCA,Larnaca
Bu³garia,Gladiola,VAR21040,VAR,Warna
Grecja,Pela Maria Hotel,HER41014,HER,Heraklion
Chorwacja,Admiral Grand Hotel,DBV35021,DBV,Dubrownik
Turcja,Blue Dreams Resort,BJV26050,BJV,Milas-Bodrum
Grecja,Kyma Suites Beach,HER80069,HER,Heraklion
Grecja,Cook's Club Hersonissos,HER41145,HER,Heraklion
Wyspy Kanaryjskie,Hotel Monopol,TFS11034,TFS,Teneryfa
Wyspy Kanaryjskie,H10 Atlantic Sunset,TFS34001,TFS,Teneryfa
Grecja,Anema By The Sea,SMI55005,SMI,Samos
Egipt,Mangrove Bay Resort,RMF18018,RMF,Marsa Alam
Grecja,Domes Zeen a Luxury Colletion Chania,CHQ24100,HER,Heraklion
Hiszpania,Aparthotel Zafiro Bahia,PMI83074,PMI,Palma de Mallorca
Indonezja - Bali,Four Seasons Resort Bali at Jimbaran Bay,DPS17030,DPS,Denpasar
Meksyk,Bahia Principe Grand Tulum,CUN45046,CUN,Cancun
Turcja,Golden Rock Beach,DLM10064,DLM,Dalaman
Grecja,ROBINSON Daidalos,KGS15010,KGS,Kos
Turcja,Cettia Beach,DLM10052,DLM,Dalaman
Malediwy,Dreamland,MLE80020,MLE,Male
Cypr,Atlantica Miramare Beach Hotel,LCA12005,LCA,Larnaca
Cypr,TUI BLUE Atlantica Sea Breeze,LCA15025,LCA,Larnaca
Bu³garia,Hotel Lighthouse Golf & Spa Resort,VAR42010,VAR,Warna
"Dominikana,""Royalton Splash Punta Cana, An Autograph Collection All-Inclusive Resort "",PUJ62016,PUJ,Punta Cana"
Bu³garia,Hotel Laguna Garden,VAR41035,VAR,Warna
Turcja,Alba Queen,AYT41027,AYT,Antalya
Grecja,Esperia,KGS23007,KGS,Kos
Wyspy Kanaryjskie,Iberostar Bouganville Playa,TFS38961,TFS,Teneryfa
Grecja,Minos Palace,HER49020,HER,Heraklion
Turcja,Splashworld Ali Bey Club,AYT51055,AYT,Antalya
Seszele,Berjaya Praslin Resort ,PRI50021,SEZ,Mahe
Grecja,Hotel Porto Sani,SKG31307,SKG,Saloniki
Cypr,Leonardo Cypria Bay,PFO10020,PFO,Pafos
Grecja,Zeus Hotels Neptuno Beach,HER25021,HER,Heraklion
Indonezja - Bali,Grand Hyatt Bali,DPS20019,DPS,Denpasar
Hiszpania,Globales Cala Bona Suites,PMI64009,PMI,Palma de Mallorca
Hiszpania,Iberostar Cala Domingos,PMI59004,PMI,Palma de Mallorca
Cypr,Pernera Beach,LCA15046,LCA,Larnaca
Jamajka,Grand Palladium Jamaica Resort Spa All Inclusive,MBJ23011,MBJ,Montego Bay
Bu³garia,Best Western PLUS Premium Inn & Casino,BOJ11241,BOJ,Burgas
Egipt,Jaz Dar El Madina,RMF18003,RMF,Marsa Alam
Wyspy Kanaryjskie,Labranda Bahia de Lobos,FUE24013,FUE,Fuerteventura
Wyspy Kanaryjskie,Bungalows Playamar,LPA31063,LPA,Gran Canaria
Turcja,ROBINSON PAMFILYA,AYT46015,AYT,Antalya
Turcja,Cornelia De Luxe Resort,AYT31020,AYT,Antalya
Bu³garia,Flamingo Grand Hotel & Spa,VAR41030,VAR,Warna
Grecja,HOLIDAY VILLAGE Atlantica Kos,KGS23016,KGS,Kos
Wyspy Kanaryjskie,Labranda Marieta,LPA31118,LPA,Gran Canaria
Grecja,Angsana Corfu,CFU30025,CFU,Korfu
Hiszpania,Grupotel Molins,PMI19001,PMI,Palma de Mallorca
Wyspy Kanaryjskie,Club Maspalomas Suites,LPA41044,LPA,Gran Canaria
Cypr,Holiday-Resort Nissi Beach   ,LCA20001,LCA,Larnaca
Jamajka,Azul Beach Resort Negril,MBJ22024,MBJ,Montego Bay
Grecja,Platanista,KGS13015,KGS,Kos
Hiszpania,Garden Holiday Village,PMI83106,PMI,Palma de Mallorca
Turcja,Melas Resort,AYT43055,AYT,Antalya
Chorwacja,Valamar Lacroma Dubrovnik,DBV11023,DBV,Dubrownik
Bu³garia,Hotel Excelsior,VAR21057,VAR,Warna
Hiszpania,Hotel & Apartments Prinsotel La Caleta,MAH22012,MAH,Minorka
Grecja,Sissi Bay,HER23010,HER,Heraklion
Hiszpania,Be Live Collection Palace de Muro,PMI83037,PMI,Palma de Mallorca
Grecja,GRECOTEL LUX.ME White Palace,HER80014,HER,Heraklion
Grecja,TUI BLUE Atlantica Grand Med Resort,CFU15030,CFU,Korfu
Portugalia,Dorisol Mimosa,FNC11037,FNC,Funchal
Sri Lanka,EKHO Surf Bentota,CMB45001,CMB,Sri Lanka
Wyspy Kanaryjskie,Hotel San Agustin Beach Club,LPA21050,LPA,Gran Canaria
Grecja,Anissa Beach Village,HER41011,HER,Heraklion
Turcja,Orfeus Queen Spa,AYT41053,AYT,Antalya
Hiszpania,Alua Miami Ibiza,IBZ33001,IBZ,Ibiza
Malediwy,Meeru Island Resort & Spa,MLE20010,MLE,Male
Turcja,Gloria Golf Resort,AYT31030,AYT,Antalya
Bu³garia,Hotel Lilia,VAR21023,VAR,Warna
Grecja,Ikos Dassia,CFU21030,CFU,Korfu
Hiszpania,Mariant Park,PMI93001,PMI,Palma de Mallorca
Hiszpania,Grupotel Nilo & Spa,PMI33016,PMI,Palma de Mallorca
Meksyk,Platinum Yucatan Princess,CUN43046,CUN,Cancun
Hiszpania,Iberostar Alcudia Park,PMI83096,PMI,Palma de Mallorca
Wyspy Zielonego Przyl¹dka,Riu Palace Santa Maria,SID10051,SID,Sal / Amilcal Cabral
Turcja,Club Mermaid Village,AYT57049,AYT,Antalya
Egipt,Steigenberger Pure Lifestyle,HRG11501,HRG,Hurghada
Cypr,Chrystalla,LCA15005,LCA,Larnaca
Grecja,Triton Garden,HER21028,HER,Heraklion
Egipt,Sultan Bey Resort,HRG16030,HRG,Hurghada
Zanzibar,Dhow Inn Boutique Hotel,ZNZ51010,ZNZ,Zanzibar
Hiszpania,Splashworld Club Sur Menorca,MAH16020,MAH,Minorka
Wyspy Kanaryjskie,Landmar Playa la Arena,TFS36040,TFS,Teneryfa
Wyspy Kanaryjskie,TRH Taoro Garden,TFS11075,TFS,Teneryfa
Grecja,ATLANTICA Holiday Village Rhodes,RHO14044,RHO,Rodos
Tunezja,TUI BLUE Oceana Suites,NBE16142,NBE,Enfidha
Portugalia,Aparthotel Jardim do Vau,FAO13010,FAO,Faro
Hiszpania,Hipotels Cala Bona Club,PMI68022,PMI,Palma de Mallorca
Turcja,Paloma Perissia ,AYT42201,AYT,Antalya
Grecja,Louis Asterion Suites & Spa,CHQ18019,HER,Heraklion
Wyspy Kanaryjskie,Bahia Calma Beach,FUE22061,FUE,Fuerteventura
Hiszpania,Hipotels Bahia Grande,PMI63045,PMI,Palma de Mallorca
Turcja,Papillon Zeugma,AYT31092,AYT,Antalya
Tunezja,Riadh Palms,NBE12070,NBE,Enfidha
Bu³garia,Hotel Sol Nessebar Bay,BOJ10021,BOJ,Burgas
Hiszpania,Gran Melia Don Pepe,AGP24030,AGP,Costa del Sol
Grecja,Akasha Beach Hotel & Spa,HER41155,HER,Heraklion
Grecja,Elounda Beach Hotel & Villas,HER50311,HER,Heraklion
Grecja,Grecotel Eva Palace,CFU20030,CFU,Korfu
Portugalia,3HB Guarana,FAO21011,FAO,Faro
Tunezja,Steigenberger Marhaba Thalasso Hammamet,NBE16150,NBE,Enfidha
Turcja,Selectum Luxury Resort,AYT31205,AYT,Antalya
Bu³garia,TUI SUNEO Serenity Bay,BOJ17001,BOJ,Burgas
Hiszpania,Iberostar Pinos Park,PMI72002,PMI,Palma de Mallorca
Bu³garia,Imperial Resort,BOJ11072,BOJ,Burgas
Cypr,Elysium Beach,PFO10038,PFO,Pafos
Dominikana,Zoetry Agua Punta Cana,PUJ35015,PUJ,Punta Cana
Turcja,Wyndham Residences Kusadasi Golf & Spa,ADB11204,ADB,Izmir
Wyspy Kanaryjskie,GF Victoria,TFS31072,TFS,Teneryfa
Kuba,Sol Palmeras,VRA20163,HAV,Havana
Bu³garia,Hotel Nobel,BOJ11026,BOJ,Burgas
Hiszpania,Marvell Club Hotel & Apartments,IBZ29061,IBZ,Ibiza
Wyspy Kanaryjskie,Aparthotel Las Marismas,FUE24028,FUE,Fuerteventura
Turcja,Xanadu Island,BJV23300,BJV,Milas-Bodrum
Meksyk,Riu Palace Mexico,CUN43045,CUN,Cancun
Grecja,Dreams Corfu Resort & SPA,CFU20028,CFU,Korfu
Turcja,NG Hotels Phaselis Bay,AYT14015,AYT,Antalya
Hiszpania,TUI SUNEO Marinda Garden,MAH29018,MAH,Minorka
Bu³garia,Hotel Festa Panorama,BOJ10015,BOJ,Burgas
Dominikana,Grand Sirenis Punta Cana Resort Casino and Aqua Games,PUJ35014,PUJ,Punta Cana
Hiszpania,Iberostar Ciudad Blanca,PMI83087,PMI,Palma de Mallorca
Hiszpania,Universal Romantica,PMI51032,PMI,Palma de Mallorca
Chorwacja,Hotel As,SPU02004,SPU,Split
Egipt,Wadi Lahmy Azur,RMF17004,RMF,Marsa Alam
Turcja,Green Nature Diamond,DLM10116,DLM,Dalaman
Grecja,Delfina Beach,HER28005,HER,Heraklion
Cypr,Louis Ivi Mare,PFO10104,PFO,Pafos
Turcja,Royal TAJ Mahal,AYT43024,AYT,Antalya
Grecja,Memphis,RHO14037,RHO,Rodos
Grecja,Arion Resort,ZTH12002,ZTH,Zakynthos
Tunezja,Marhaba Beach,NBE12044,NBE,Enfidha
Egipt,Sindbad Club,HRG11070,HRG,Hurghada
Zjednoczone Emiraty Arabskie,Grand Hyatt Dubai,DXB14025,DXB,Dubai
Portugalia,Calheta Beach,FNC14001,FNC,Funchal
Tajlandia,Katathani Phuket Beach Resort,HKT45014,HKT,Phuket
Turcja,Seaden Quality Resort & Spa,AYT42064,AYT,Antalya
Hiszpania,Grupotel Ibiza Beach Resort,IBZ41006,IBZ,Ibiza
Hiszpania,Riu Playa Park,PMI43007,PMI,Palma de Mallorca
Turcja,TUI MAGIC LIFE Sarigerme,DLM15020,DLM,Dalaman
Egipt,Jungle Aqua Park,HRG11299,HRG,Hurghada
