Country,Name,Code,AirportCode,AirportName
Dominikana,Hard Rock Hotel and Casino Punta Cana,PUJ62072,PUJ,Punta Cana
Egipt,Jaz Makadi Star Resort & Spa,HRG13040,HRG,Hurghada
Dominikana,Punta Cana Princess,PUJ62071,PUJ,Punta Cana
Turcja,Alaiye Kleopatra,AYT61008,AYT,Antalya
Hiszpania,THB Guya Playa,PMI73019,PMI,Palma de Mallorca
Grecja,Kalithea Mare Palace,RHO19035,RHO,Rodos
Hiszpania,Eix Alcudia Hotel,PMI83011,PMI,Palma de Mallorca
Portugalia,TUI BLUE Madeira Gardens,FNC11450,FNC,Funchal
Czarnogóra,Apartments Villa Ana,TGD10074,TGD,Podgorica
Turcja,Hotel Nena,AYT51060,AYT,Antalya
Turcja,Cleopatra Golden Beach Hotel,AYT61145,AYT,Antalya
Grecja,Ilaria,ZTH15051,ZTH,Zakynthos
Grecja,Akti Palace,KGS15038,KGS,Kos
Hiszpania,Insotel Punta Prima,MAH11002,MAH,Minorka
Grecja,Airotel Achaia Beach,GPA22001,GPA,Araxos
Grecja,TUI BLUE Caravel,ZTH13014,ZTH,Zakynthos
Grecja,Bella Beach,HER33011,HER,Heraklion
Turcja,Seaden Corolla Hotel,AYT42037,AYT,Antalya
Turcja,Sirius Deluxe,AYT55018,AYT,Antalya
Portugalia,Vila Galé Cerro Alagoa,FAO16011,FAO,Faro
Hiszpania,Globales Panama (ex. Ola Panama),PMI24022,PMI,Palma de Mallorca
Dominikana,Paradisus Grand Cana,PUJ62112,PUJ,Punta Cana
Grecja,High Beach White,HER21123,HER,Heraklion
Turcja,Monart City Hotel,AYT61104,AYT,Antalya
Turcja,FUN & SUN ACTIVE CLUB HYDROS,AYT13043,AYT,Antalya
Grecja,ATLANTICA Imperial Resort,RHO14010,RHO,Rodos
Grecja,Brati Beach,GPA18021,GPA,Araxos
Bu³garia,White Lagoon Beach Resort ,VAR42002,VAR,Warna
Cypr,Louis Imperial Beach,PFO10037,PFO,Pafos
Hiszpania,Mar Azul PurEstil Hotel Spa,PMI73015,PMI,Palma de Mallorca
Meksyk,Hard Rock Cancun ,CUN40014,CUN,Cancun
Turcja,Barut Hemera,AYT43026,AYT,Antalya
Turcja,Kirman Hotels Sidera Luxury & Spa,AYT53010,AYT,Antalya
Grecja,Castello Bianco,HER80046,CHQ,Chania
Grecja,MAYOR Mon Repos Palace Art ,CFU10113,CFU,Korfu
Wyspy Kanaryjskie,SBH Costa Calma Palace,FUE22027,FUE,Fuerteventura
Grecja,Chrispy Waterpark Resort,CHQ13031,CHQ,Chania
Grecja,Anesis Blue Boutique,HER41026,HER,Heraklion
Turcja,Sherwood Exclusive Kemer,AYT14020,AYT,Antalya
Turcja,Limak Atlantis Deluxe Hotel & Resort,AYT31090,AYT,Antalya
Hiszpania,Lago Resort Menorca,MAH29022,MAH,Minorka
Grecja,Castello Boutique Resort & Spa,HER23030,HER,Heraklion
Grecja,Sunrise Zante,ZTH13012,ZTH,Zakynthos
Grecja,Lyttos Mare,HER41159,HER,Heraklion
Meksyk,Grand Palladium Costa Mujeres,CUN39007,CUN,Cancun
Portugalia,Pestana Promenade Premium Ocean SPA Resort ,FNC11066,FNC,Funchal
Egipt,Three Corners Sea Beach,RMF18284,RMF,Marsa Alam
Turcja,Süral Resort,AYT41075,AYT,Antalya
Tunezja,Seabel Rym Beach,DJE19023,DJE,Djerba
Wyspy Kanaryjskie,Turbo Club,LPA41032,LPA,Gran Canaria
Wyspy Kanaryjskie,Revoli,LPA51006,LPA,Gran Canaria
Hiszpania,Puente Real,AGP22007,AGP,Costa del Sol
Egipt,Club Calimera Akassia Swiss Resort,RMF18045,RMF,Marsa Alam
Tunezja,Iberostar Averroes,NBE16202,NBE,Enfidha
Wyspy Kanaryjskie,Alua Hotel Tenerife,TFS11055,TFS,Teneryfa
Portugalia,ROBINSON Quinta da Ria,FAO26026,FAO,Faro
Turcja,TUI BLUE Sarigerme Park,DLM15050,DLM,Dalaman
Dominikana,Be Live Collection Punta Cana            ,PUJ62077,PUJ,Punta Cana
Zanzibar,The Residence Zanzibar,ZNZ20005,ZNZ,Zanzibar
Hiszpania,Son Moll Sentisis Hotel & Spa,PMI73001,PMI,Palma de Mallorca
Cypr,Sunrise Gardens,LCA15022,LCA,Larnaca
Hiszpania,Iberostar Playa de Muro,PMI83092,PMI,Palma de Mallorca
Turcja,TUI BLUE Side,AYT42026,AYT,Antalya
Chorwacja,Hotel Villa Dvor,SPU26010,SPU,Split
Wyspy Kanaryjskie,AluaVillage Fuerteventura,FUE14045,FUE,Fuerteventura
Egipt,Amphoras,SSH13004,SSH,Sharm El Sheikh
Hiszpania,Sol Parc,MAH21011,MAH,Minorka
Egipt,JAZ Makadi Oasis Resort & Club,HRG13009,HRG,Hurghada
Hiszpania,Princesa Playa,MAH29016,MAH,Minorka
Turcja,Regnum Carya Golf Spa Resort,AYT31051,AYT,Antalya
Albania,Marbella Beach ,TIA15027,TIA,Tirana
Chorwacja,Hotel Plaza,SPU26012,SPU,Split
Grecja,Grecotel Kos Imperial,KGS13020,KGS,Kos
Egipt,Aurora Oriental Resort,SSH18125,SSH,Sharm El Sheikh
Wyspy Kanaryjskie,Riu Paraiso Lanzarote ,ACE20001,ACE,Lanzarote
Grecja,Pegasos,RHO13022,RHO,Rodos
Wyspy Zielonego Przyl¹dka,Riu Funana,SID10006,SID,Sal / Amilcal Cabral
Grecja,Rethymno Palace,HER80122,HER,Heraklion
Grecja,Ida Village I & II,HER41233,HER,Heraklion
Turcja,Barut B Suites,AYT41059,AYT,Antalya
Cypr,Columbia Beach Resort,PFO11315,PFO,Pafos
Turcja,Saphir Hotels & Villas,AYT57080,AYT,Antalya
Seszele,Valmer Resort,SEZ20009,SEZ,Mahe
Hiszpania,Aparthotel Alcudia Garden & Palm,PMI83067,PMI,Palma de Mallorca
Cypr,Louis Ledra Beach,PFO10025,PFO,Pafos
Grecja,Vantaris Corner,HER28043,HER,Heraklion
Curaçao,Curacao Marriott Beach Resort,CUR10001,CUR,Curaçao
Grecja,Creta Princess Aquapark & Spa,CHQ24024,HER,Heraklion
Hiszpania,Hipotels Mercedes,PMI63049,PMI,Palma de Mallorca
Wyspy Kanaryjskie,Be Live Experience La Nina,TFS31085,TFS,Teneryfa
Grecja,Kos Aktis,KGS11001,KGS,Kos
Jamajka,Royal Decameron Club Caribbean,MBJ25010,MBJ,Montego Bay
Wyspy Kanaryjskie,Europalace,LPA31127,LPA,Gran Canaria
Bu³garia,SuneoClub Garden Nevis,BOJ11115,BOJ,Burgas
Tunezja,Iberostar Mehari Djerba,DJE19002,DJE,Djerba
Bu³garia,Hotel Tishina,BOJ13020,BOJ,Burgas
Grecja,TUI SUNEO Kastalia Village,CHQ11010,CHQ,Chania
Bu³garia,Hotel Marina Grand Beach,VAR21020,VAR,Warna
Grecja,Rethymno Village,HER80035,CHQ,Chania
Turcja,Hotel Orfeus Park,AYT41012,AYT,Antalya
Hiszpania,SplashWorld Globales Playa Estepona,AGP25045,AGP,Costa del Sol
Grecja,Hotel Nefeli,CFU21010,CFU,Korfu
Hiszpania,H10 Blue Mar,PMI35014,PMI,Palma de Mallorca
Zanzibar,Ocean Paradise Resort & Spa      ,ZNZ30001,ZNZ,Zanzibar
Hiszpania,Diamant,PMI73013,PMI,Palma de Mallorca
Chorwacja,Hotel Plaza Duce,SPU26014,SPU,Split
Grecja,TUI BLUE Oceanis Beach,KGS11016,KGS,Kos
Cypr,Royal Appolonia,LCA12027,LCA,Larnaca
Grecja,Contessina,ZTH13038,ZTH,Zakynthos
Egipt,Albatros Aqua Park,HRG11031,HRG,Hurghada
Egipt,Dreams Beach Resort,SSH13033,SSH,Sharm El Sheikh
Chorwacja,Hotel Ariston,DBV11017,DBV,Dubrownik
Portugalia,Vila Gale Santa Cruz,FNC10001,FNC,Funchal
Turcja,Delta Hotels By Marriott Bodrum,BJV28026,BJV,Milas-Bodrum
Grecja,Wyndham Grand Crete Mirabello Bay,HER49011,HER,Heraklion
Aruba,Tamarijn Aruba All Inclusive,AUA10055,AUA,Aruba
Bu³garia,Nona,VAR41018,VAR,Warna
Turcja,Hotel Süral,AYT41030,AYT,Antalya
Hiszpania,Condesa,PMI83034,PMI,Palma de Mallorca
Hiszpania,Alua Sun Lago Rojo,AGP22019,AGP,Costa del Sol
Turcja,Long Beach Resort,AYT55035,AYT,Antalya
Tunezja,LTI Les Orangers Garden Villas,NBE16052,NBE,Enfidha
Grecja,Princess Sun,RHO16060,RHO,Rodos
Bu³garia,Hotel Koral,VAR11019,VAR,Warna
Grecja,Rhodos Palladium,RHO13040,RHO,Rodos
Hiszpania,Artiem Audax,MAH23005,MAH,Minorka
Cypr,Akti Beach Village,PFO10044,PFO,Pafos
Malediwy,ROBINSON MALDIVES,MLE12120,MLE,Male
Egipt,Amphoras Aqua,SSH13005,SSH,Sharm El Sheikh
Hiszpania,Iberostar Selection Marbella Coral Beach ,AGP24368,AGP,Costa del Sol
Turcja,Royal Holiday Palace,AYT24005,AYT,Antalya
Grecja,The Royal Senses,HER82012,HER,Heraklion
Turcja,Club Kustur Holiday Village,ADB11055,ADB,Izmir
Turcja,Club Müskebi Bodrum,BJV34011,BJV,Milas-Bodrum
Egipt,Aqua Blu Sharm,SSH13011,SSH,Sharm El Sheikh
Bu³garia,Imperial Palace Beach,BOJ11261,BOJ,Burgas
Bu³garia,Hotel Diamond,BOJ11032,BOJ,Burgas
Egipt,Premier Le Reve & Spa,HRG10096,HRG,Hurghada
Grecja,Orion Hotel Faliraki,RHO13006,RHO,Rodos
Turcja,Acanthus Cennet Barut Collection,AYT43087,AYT,Antalya
"Dominikana,""Royalton Punta Cana, An Autograph Collection All-Inclusive Resort & Casino"",PUJ62014,PUJ,Punta Cana"
Bu³garia,Hotel Bellevue,BOJ11001,BOJ,Burgas
Bu³garia,Astoria Hotel,VAR21048,VAR,Warna
Egipt,Bliss Nada Beach Resort,RMF18022,RMF,Marsa Alam
Wyspy Kanaryjskie,H10 Costa Adeje Palace,TFS31017,TFS,Teneryfa
Dominikana,Majestic Colonial Punta Cana,PUJ62022,PUJ,Punta Cana
Turcja,TUI BLUE Tropical,DLM15016,DLM,Dalaman
Hiszpania,Royal Son Bou Family Club,MAH25011,MAH,Minorka
Zanzibar,Kae Beach Zanzibar Resort,ZNZ50030,ZNZ,Zanzibar
Bu³garia,HVD Reina del Mar,VAR19031,VAR,Warna
Turcja,Seaden Sea World Resort and Spa,AYT51008,AYT,Antalya
Wyspy Kanaryjskie,Suite Hotel Playa del Ingles,LPA31044,LPA,Gran Canaria
Czarnogóra,Falkensteiner Hotel Montenegro,TGD11011,TGD,Podgorica
Hiszpania,Grupotel Parc Natural & Spa,PMI83018,PMI,Palma de Mallorca
Bu³garia,HVD Club Hotel Bor,BOJ11051,BOJ,Burgas
Chorwacja,Dioklecijan Hotel & Residence,SPU02006,SPU,Split
Portugalia,Eurotel Altura,FAO28001,FAO,Faro
Bu³garia,Viand,BOJ11069,BOJ,Burgas
Grecja,Mykali,SMI41003,SMI,Samos
Wyspy Kanaryjskie,Iberostar Playa Gaviotas ,FUE11033,FUE,Fuerteventura
Egipt,Charmillion Club Resort,SSH18050,SSH,Sharm El Sheikh
Grecja,King Minos Palace,HER41027,HER,Heraklion
Hiszpania,Eix Lagotel,PMI83083,PMI,Palma de Mallorca
Wyspy Kanaryjskie,Taimar,FUE22015,FUE,Fuerteventura
Grecja,Atlantis Beach Hotel,HER80062,HER,Heraklion
Grecja,TUI BLUE Atlantica Kalliston Resort,CHQ12020,HER,Heraklion
Wyspy Kanaryjskie,Royal Suite,FUE22019,FUE,Fuerteventura
Grecja,Agapi Beach Resort,HER25011,HER,Heraklion
Grecja,TUI SUNEO Achilleas Beach,KGS22008,KGS,Kos
Wyspy Zielonego Przyl¹dka,Morabeza,SID10020,SID,Sal / Amilcal Cabral
Albania,Villa Balani,TIA10102,TIA,Tirana
Zanzibar,Karafuu Beach Resort   ,ZNZ50027,ZNZ,Zanzibar
Bu³garia,Hotel Ljuljak,VAR21012,VAR,Warna
Chorwacja,Hotel Ora,SPU02051,SPU,Split
Hiszpania,Protur Floriana Resort,PMI64022,PMI,Palma de Mallorca
Dominikana,Secrets Royal Beach Punta Cana,PUJ62064,PUJ,Punta Cana
Dominikana,Dreams Onyx Resort & Spa,PUJ35005,PUJ,Punta Cana
Portugalia,Be Live Palmeiras,FAO44200,FAO,Faro
Egipt,Bel Air Azur Resort,HRG11059,HRG,Hurghada
Wyspy Kanaryjskie,Riu Palace Oasis,LPA41007,LPA,Gran Canaria
Turcja,TUI BLUE Seno,DLM15026,DLM,Dalaman
Hiszpania,Fuerte El Rompido,HEV11004,FAO,Faro
Turcja,Paloma Marina Suites,ADB11080,ADB,Izmir
Turcja,Hotel TTH Pegasos Resort         ,AYT55020,AYT,Antalya
Bu³garia,Riu Helios Paradise,BOJ11020,BOJ,Burgas
Bu³garia,Hotel Alba,BOJ11019,BOJ,Burgas
Egipt,Aqua Blu Resort,HRG11312,HRG,Hurghada
Turcja,ROBINSON Sarigerme Park,DLM15030,DLM,Dalaman
Portugalia,Alto Lido,FNC11083,FNC,Funchal
Grecja,Oceanis,RHO12020,RHO,Rodos
Portugalia,Hotel Girassol,FNC11043,FNC,Funchal
Zjednoczone Emiraty Arabskie,Hilton Garden Inn Al Muraqabat,DXB15070,DXB,Dubai
Grecja,Hotel The Bay,ZTH12013,ZTH,Zakynthos
Grecja,Pepper Sea Club Hotel,HER28062,HER,Heraklion
Malediwy,Reethi Faru Resort,MLE15004,MLE,Male
Wyspy Kanaryjskie,GF Fanabe,TFS31019,TFS,Teneryfa
Bu³garia,Trakia Plaza,BOJ11229,BOJ,Burgas
Turcja,Blue Diamond Alya,AYT61220,AYT,Antalya
Turcja,Side Royal Style,AYT42053,AYT,Antalya
Grecja,Lindos Blu,RHO17011,RHO,Rodos
Grecja,Blue Beach,CHQ17001,CHQ,Chania
Portugalia,Baia Azul,FNC11009,FNC,Funchal
Grecja,Boutique 5,RHO16351,RHO,Rodos
Hiszpania,TUI SUNEO Globales Cortijo Blanco,AGP24037,AGP,Costa del Sol
Cypr,Atlantica Oasis Hotel,LCA12015,LCA,Larnaca
Turcja,Delphin Imperial,AYT24041,AYT,Antalya
Mauritius,Trou aux Biches Beachcomber Golf Resort & Spa,MRU20015,MRU,Mauritius
"Meksyk,""Royalton Riviera Cancun, An Autograph Collection All-Inclusive Resort & Casino"",CUN40011,CUN,Cancun"
Turcja,Hotel Grand Zaman Garden,AYT61027,AYT,Antalya
Bu³garia,Grifid Hotel Metropol,VAR21010,VAR,Warna
Hiszpania,Universal Hotel Bikini,PMI63098,PMI,Palma de Mallorca
Albania,Rean,TIA15123,TIA,Tirana
Tunezja,Jardins de Toumana,DJE11015,DJE,Djerba
Wyspy Kanaryjskie,Hotel Caserio,LPA31078,LPA,Gran Canaria
Bu³garia,Perla Beach Club,BOJ13002,BOJ,Burgas
Egipt,JAZ Fanara Resort & Residence,SSH13031,SSH,Sharm El Sheikh
Meksyk,Secrets Akumal Riviera Maya,CUN45050,CUN,Cancun
Egipt,Steigenberger Aqua Magic,HRG11004,HRG,Hurghada
Grecja,Gennadi Grand Resort,RHO32020,RHO,Rodos
Grecja,Seabird Hotel,CFU22001,CFU,Korfu
Zjednoczone Emiraty Arabskie,Savoy Suites Hotel Apartament,DXB12021,DXB,Dubai
Zanzibar,Paradise Beach Resort,ZNZ30025,ZNZ,Zanzibar
Wyspy Kanaryjskie,Gloria Palace San Agustin Thalasso,LPA21031,LPA,Gran Canaria
Hiszpania,TUI SUNEO Caribe,IBZ33007,IBZ,Ibiza
Dominikana,Melia Punta Cana Beach Resort,PUJ62110,PUJ,Punta Cana
Sri Lanka,Mövenpick Colombo,CMB24011,CMB,Sri Lanka
Portugalia,Enotel Lido Conference Resort & Spa,FNC11209,FNC,Funchal
Wyspy Kanaryjskie,Bahia Principe Sunlight San Felipe,TFS11010,TFS,Teneryfa
Turcja,Royal Asarlik Beach,BJV22070,BJV,Milas-Bodrum
Hiszpania,Zafiro Mallorca,PMI82033,PMI,Palma de Mallorca
Turcja,Paloma Pasha Resort,ADB15040,ADB,Izmir
Hiszpania,Xaloc Playa,MAH11020,MAH,Minorka
Turcja,City’s Hill ,ADB11046,ADB,Izmir
Egipt,Jaz Casa Del Mar Beach,HRG11153,HRG,Hurghada
Grecja,Blue Lagoon Garden,KGS11024,KGS,Kos
Turcja,Richmond Ephesus Hotel,ADB11932,ADB,Izmir
Bu³garia,Apart-Hotel Happy,BOJ11098,BOJ,Burgas
Mauritius,Coin de Mire Attitude,MRU42010,MRU,Mauritius
Grecja,Sovereign Beach,KGS15004,KGS,Kos
Bu³garia,Sol Marina Palace,BOJ10060,BOJ,Burgas
Bu³garia,Helena Sands,BOJ11040,BOJ,Burgas
Grecja,Atrium Platinium Luxury Resort & Spa,RHO12015,RHO,Rodos
Grecja,Rodostamo Hotel & Spa,CFU09010,CFU,Korfu
Hiszpania,Garden Playanatural Hotel & Spa,HEV11007,FAO,Faro
Wyspy Kanaryjskie,Vincci Seleccion La Plantacion del Sur,TFS31008,TFS,Teneryfa
Turcja,TUI BLUE Sensatori Barut Sorgun,AYT46010,AYT,Antalya
Turcja,Hotel Royal Atlantis Spa & Resort,AYT40015,AYT,Antalya
Bu³garia,Hotel Rose Village,BOJ11227,BOJ,Burgas
Hiszpania,Globales Torrenova,PMI24021,PMI,Palma de Mallorca
Bu³garia,The Cliff Beach & Spa,VAR19002,VAR,Warna
Turcja,Spice Hotel & SPA,AYT31014,AYT,Antalya
Grecja,TUI BLUE Atlantica Belvedere Resort ,KGS15057,KGS,Kos
Turcja,Charisma Deluxe,ADB11030,ADB,Izmir
Hiszpania,Riu San Francisco,PMI43010,PMI,Palma de Mallorca
Wyspy Kanaryjskie,MIRADOR MASPALOMAS by Dunas,LPA41011,LPA,Gran Canaria
Grecja,The Aeolos Beach Hotel,KGS11028,KGS,Kos
Grecja,SplashWorld Aqualand Resort,CFU17002,CFU,Korfu
Malediwy,Hotel Riu Atoll ,MLE90140,MLE,Male
Tunezja,Djerba Plaza Thalasso & Spa,DJE11080,DJE,Djerba
Wyspy Kanaryjskie,Park Club Europe,TFS38060,TFS,Teneryfa
Grecja,Kalimera Mare,KGS15060,KGS,Kos
Wyspy Kanaryjskie,Suites Los Calderones,LPA61003,LPA,Gran Canaria
Turcja,Delphin Be Resort Lara,AYT24010,AYT,Antalya
Malediwy,Hotel Riu Palace Maldivas,MLE90150,MLE,Male
Grecja,Esperos Palace,RHO13027,RHO,Rodos
Grecja,Aphrodite,SMI43001,SMI,Samos
Cypr,Cynthiana Beach,PFO10010,PFO,Pafos
Portugalia,Pestana Alvor South Beach Premium Hotel,FAO13006,FAO,Faro
Mauritius,Tamassa - an all inclusive resort,MRU71040,MRU,Mauritius
Tunezja,Sentido Phenicia,NBE16098,NBE,Enfidha
Wyspy Kanaryjskie,Landmar Costa Los Gigantes,TFS36003,TFS,Teneryfa
Grecja,Miramare Resort and Spa,HER49010,HER,Heraklion
Wyspy Kanaryjskie,Labranda Suites Costa Adeje,TFS31020,TFS,Teneryfa
Egipt,JAZ Lamaya,RMF18030,RMF,Marsa Alam
Wyspy Kanaryjskie,Hotel Palm Garden,FUE11023,FUE,Fuerteventura
Turcja,Hotel Febeach,AYT42060,AYT,Antalya
Egipt,Tropitel Sahl Hasheesh,HRG10001,HRG,Hurghada
Grecja,Atlantis,KGS11026,KGS,Kos
Grecja,TUI BLUE Insula Alba,HER42001,HER,Heraklion
Turcja,TUI BLUE Grand Azur Marmaris,DLM10350,DLM,Dalaman
Indonezja - Bali,The Payogan Villa Resort & Spa,DPS21001,DPS,Denpasar
Cypr,Four Seasons Cyprus,LCA12014,LCA,Larnaca
Wyspy Kanaryjskie,H10 Rubicon Palace,ACE23024,ACE,Lanzarote
Turcja,Riolavitas SPA and Resort,AYT48015,AYT,Antalya
Meksyk,Paradisus Playa del Carmen La Perla,CUN43003,CUN,Cancun
Grecja,GRECOTEL Meli Palace,HER23001,HER,Heraklion
Tunezja,Aziza Beach,NBE16056,NBE,Enfidha
Wyspy Kanaryjskie,KN Matas Blancas,FUE22029,FUE,Fuerteventura
Wyspy Kanaryjskie,Ereza Mar,FUE26005,FUE,Fuerteventura
Curaçao,Avila Beach Hotel,CUR10050,CUR,Curaçao
Egipt,Rixos Premium Magawish Suites & Villas,HRG11066,HRG,Hurghada
Portugalia,Pestana Village Garden Resort    ,FNC11060,FNC,Funchal
Malediwy,Angaga Island Resort & Spa,MLE60065,MLE,Male
Wyspy Kanaryjskie,Be Live Adults Only Tenerife ,TFS11001,TFS,Teneryfa
Turcja,Quattro Family Club Dem,AYT57012,AYT,Antalya
Turcja,Hotel Askainn Just in Beach,AYT55031,AYT,Antalya
Hiszpania,Zafiro Palace Alcudia & Spa,PMI83060,PMI,Palma de Mallorca
Hiszpania,Galeon Ibiza,IBZ46007,IBZ,Ibiza
Hiszpania,Viva Suites & Spa Adults Only,PMI74010,PMI,Palma de Mallorca
Turcja,Gypsophila Holiday Village,AYT53032,AYT,Antalya
Turcja,Melas Lara Resort,AYT24012,AYT,Antalya
Hiszpania,Cala Martina Punta Arabi,IBZ33002,IBZ,Ibiza
Cypr,Hotel Grecian Sands    ,LCA20012,LCA,Larnaca
Wyspy Kanaryjskie,Royal Sun,TFS36030,TFS,Teneryfa
Seszele,Constance Ephelia Seychelles,SEZ32001,SEZ,Mahe
Hiszpania,Maris Cala Nau,PMI63035,PMI,Palma de Mallorca
Turcja,Rixos Premium Göcek ,DLM24001,DLM,Dalaman
Bu³garia,Holiday Club Blue Orange Beach,BOJ12049,BOJ,Burgas
Grecja,Stegna Mare,RHO15005,RHO,Rodos
Czarnogóra,Lusso Mare,TGD11009,DBV,Dubrownik
Grecja,Avra Imperial Beach Resort & Spa,CHQ13005,HER,Heraklion
Grecja,Hotel Brati Arcoudi,GPA18020,GPA,Araxos
Portugalia,Quinta da Penha de Franca,FNC11006,FNC,Funchal
Wyspy Zielonego Przyl¹dka,TUI BLUE Cabo Verde,SID10003,SID,Sal / Amilcal Cabral
Wyspy Kanaryjskie,Aparthotel Morasol Atlantico,FUE22045,FUE,Fuerteventura
Turcja,Hotel Süral Saray,AYT41010,AYT,Antalya
Turcja,Sherwood Dreams,AYT32035,AYT,Antalya
Grecja,ATLANTICA Amalthia Beach ,CHQ10011,HER,Heraklion
Grecja,Hotel Anthemis,SMI42000,SMI,Samos
Grecja,ATLANTICA Mikri Poli Rhodos ,RHO14050,RHO,Rodos
Grecja,Semiramis,HER41058,HER,Heraklion
Grecja,Rodos Park Suites & Spa,RHO11040,RHO,Rodos
Chorwacja,Valamar Club Dubrovnik,DBV11022,DBV,Dubrownik
Grecja,Chryssana Beach,CHQ13001,HER,Heraklion
Turcja,Side Sunport Hotel & Spa,AYT41052,AYT,Antalya
Turcja,Suhan360,ADB11061,ADB,Izmir
Egipt,Albatros White Beach Resort,HRG11017,HRG,Hurghada
Albania,Royal G and SPA,TIA10002,TIA,Tirana
Turcja,Villa Side Residence,AYT42039,AYT,Antalya
Meksyk,TRS Coral Hotel,CUN39006,CUN,Cancun
Wyspy Kanaryjskie,Morromar THe Home Collection,ACE21060,ACE,Lanzarote
Grecja,Ikos Aria,KGS26021,KGS,Kos
Turcja,Hotel Ramada Resort Lara,AYT24053,AYT,Antalya
Egipt,Three Corners Happy Life Beach Resort,RMF18131,RMF,Marsa Alam
Meksyk,Blue Diamond Luxury Boutique Hotel,CUN43056,CUN,Cancun
Cypr,Hotel Mediterranean Beach     ,LCA12028,LCA,Larnaca
Hiszpania,Best Delta,PMI11061,PMI,Palma de Mallorca
Grecja,Elite Suites,RHO12011,RHO,Rodos
Meksyk,Sunscape Akumal Beach Resort & Spa,CUN45001,CUN,Cancun
Malediwy,Kandima,MLE90011,MLE,Male
Grecja,Apollo Blue,RHO13020,RHO,Rodos
Grecja,Labranda Sandy Beach Resort,CFU39001,CFU,Korfu
Hiszpania,Globales Mediterrani,MAH24001,MAH,Minorka
Wyspy Kanaryjskie,ADRIAN Hotels Jardines de Nivaria,TFS31037,TFS,Teneryfa
Wyspy Kanaryjskie,Primasol Drago Park,FUE22020,FUE,Fuerteventura
Bu³garia,Riu Palace Sunny Beach ,BOJ11191,BOJ,Burgas
Grecja,Chersonissos Maris,HER41022,HER,Heraklion
Portugalia,Pestana Viking Beach Golf Resort,FAO44001,FAO,Faro
Cypr,Dionysos Central,PFO10029,PFO,Pafos
